Date,Open,High,Low,Close,Adj Close,Volume
16-02-2026,280.65,284.03,273.17,276.91,276.91,65210775
17-02-2026,277.45,278.07,273.35,276.28,276.28,53761338
18-02-2026,276.1,278.82,260.09,262.95,262.95,66584769
19-02-2026,263.06,270.97,262.41,269.58,269.58,57367788
20-02-2026,271.2,273.49,269.56,273.03,273.03,55006335
23-02-2026,271.06,277.54,269.39,276.45,276.45,27445828
24-02-2026,276.25,279.49,271.91,273.78,273.78,58920937
25-02-2026,274.63,277.66,270.97,275.56,275.56,41334002
26-02-2026,274.09,282.05,272.68,279.4,279.4,59516914
27-02-2026,278.18,280.97,272.7,274.49,274.49,68505217
02-03-2026,275.37,279.08,268.33,269.69,269.69,48470631
03-03-2026,269.74,271.02,265.53,268.94,268.94,42973750
04-03-2026,267.61,269.97,265.83,267.85,267.85,83951385
05-03-2026,267.82,276.13,265.61,272.19,272.19,51845310
06-03-2026,273.7,276.94,262.75,265.89,265.89,60261708
09-03-2026,266.79,267.5,264.88,266.13,266.13,62101769
10-03-2026,268.19,269.77,265.15,266.81,266.81,56977130
11-03-2026,267.04,270.4,265.06,267.21,267.21,57927438
12-03-2026,266.1,266.62,257.7,258.79,258.79,53760942
13-03-2026,258.56,259.03,246.81,250.41,250.41,74937641
16-03-2026,250.7,254.33,250.13,250.64,250.64,39878022
17-03-2026,250.17,252.6,244.72,247.68,247.68,51187418
18-03-2026,247.99,251.05,239.9,242.3,242.3,73966488
19-03-2026,241.32,244.66,236.3,237.5,237.5,39909065
20-03-2026,237.41,244.95,236.97,242.31,242.31,44978285
23-03-2026,240.36,254.58,237.83,252.56,252.56,57216886
24-03-2026,252.1,255.2,249.85,251.72,251.72,28457657
25-03-2026,249.93,260.01,246.73,259.57,259.57,51800172
26-03-2026,260.33,264.09,256.5,257.47,257.47,35822507
27-03-2026,260.08,260.6,257.45,259.98,259.98,38641911
30-03-2026,260,265.37,259.15,262.32,262.32,76652177
31-03-2026,263.27,265.99,260.6,261.45,261.45,39480724
01-04-2026,261.92,271.49,261.61,269.34,269.34,39995107
02-04-2026,270.53,275.79,269.9,272.73,272.73,49574916
03-04-2026,272.64,274.75,267.71,270.49,270.49,50699918
06-04-2026,271.5,275.54,266.69,267.12,267.12,52825309
07-04-2026,268.89,270.63,260.74,263.79,263.79,32601520
08-04-2026,262.88,271.63,261.3,269.23,269.23,64487507
09-04-2026,270.22,271.21,259.2,262.85,262.85,55171276
10-04-2026,262.31,266.06,255.6,257.96,257.96,63235821
13-04-2026,255.94,270.5,252.97,268.29,268.29,44214591
14-04-2026,268.03,271.23,259.28,261.28,261.28,66059801
15-04-2026,261.27,263.69,252.92,253.83,253.83,65642648
16-04-2026,250.53,254.93,247.34,251.82,251.82,57387377
17-04-2026,250.47,261.22,247.93,258.17,258.17,33656948
20-04-2026,257.52,260.68,254.5,259.95,259.95,54021727
21-04-2026,260,263.8,255.5,256.57,256.57,41953048
22-04-2026,257.44,260.37,247.89,251.13,251.13,41214471
23-04-2026,250.27,251.66,239.92,242.58,242.58,49427148
24-04-2026,243.53,247.96,239.93,244.95,244.95,51981533
27-04-2026,246.69,248.97,239.66,242.14,242.14,56023817
28-04-2026,241.14,244.01,236.16,238.35,238.35,61270169
29-04-2026,236.56,242.81,233.95,241.57,241.57,50392344
30-04-2026,243.98,245.48,239.48,242.9,242.9,92319022
01-05-2026,243.98,248.32,242.15,245.62,245.62,57760849
04-05-2026,246.43,249.38,243.4,248.18,248.18,60059039
05-05-2026,246.82,248.22,241.93,245.54,245.54,60274014
06-05-2026,246.1,253.04,244.14,249.48,249.48,75093909
07-05-2026,249,251.99,241.41,244.16,244.16,51472396
08-05-2026,242.31,246.59,239.29,243.93,243.93,50715649
11-05-2026,243.99,246.92,242.03,246.5,246.5,63385941
12-05-2026,247.11,250.87,245.49,248.7,248.7,48687581
13-05-2026,247.62,248.88,243.19,246.44,246.44,67719236
14-05-2026,247.28,251.85,244.15,249.6,249.6,38608531
15-05-2026,249.78,251.95,246.64,247.89,247.89,42647541
18-05-2026,246,248.77,239.7,241.3,241.3,68352260
19-05-2026,239.24,241.78,237.49,238.84,238.84,53129221
20-05-2026,239.03,241.52,234.01,236.34,236.34,61021392
21-05-2026,234.77,237.47,234.19,234.76,234.76,43434892
22-05-2026,235.16,235.62,228.48,230.38,230.38,54416171
25-05-2026,229.31,232.03,226.82,229.43,229.43,32845745
